slot,value,ci,ei
6339602,0.48321530903291393,105.43533684584436,108.23586789409208
6339604,0.10661292836401687,97.88969860877555,101.39045881698428
6339606,0.10745458300092045,104.49099889395525,104.49099889395525
6339607,0.19399915970660983,103.2119048867467,103.1587026434778
6339608,0.046862823144478344,107.26546314911378,107.26546314911378
6339610,0.23438882601410357,100.01386105344676,100.01386105344676
6339611,0.13397798632537763,107.95189690486038,108.8305723404383
6339612,0.2808144073002397,100.46850060171776,100.46850060171776
6339613,0.1222521772852745,97.63218662498065,97.63218662498065
6339615,0.11245893648406365,80.83924984281853,95.02297921220323
6339616,0.08686668440335223,110.71256314719635,110.71256314719635
6339619,0.14566486068232634,105.3291636624448,107.2390253588947
6339620,0.17069695911752553,823.8793058020702,823.8793058020702
6339622,0.06052615690421398,99.81966329078404,103.51829871014854
6339623,0.04719475847586826,117.69241387411003,155.21212107642114
6339624,0.23703925524935518,100.0725603851209,100.03034266878532
6339625,0.04482933601353413,111.80637348215257,111.80637348215257
6339629,0.05801852237589799,112.49734484945841,112.49734484945841
6339630,0.13937537129518326,102.03165638742252,102.03165638742252
6339631,0.15971073253613155,100.7284048889882,100.7284048889882
6339632,0.3899984923013233,100.0650740951479,100.0394162846511
6339633,0.140290115144632,100.26678775987286,100.26678775987286
6339634,0.34326671581091617,100.04114265753878,100.04114265753878
6339637,0.26157713454485426,100.16864687544074,100.16864687544074
6339638,0.17988102124527053,102.30559502535912,102.32868941089166
6339641,0.04458029035558672,107.02442554216485,109.42365309495463
6339642,0.19077316535927027,91.254738660973,100.0
6339645,0.05360761832050818,101.25503329469625,101.25503329469625
6339646,0.03089644490359696,100.94940482012429,100.94940482012429
6339647,0.07148447132942043,102.48091473235581,102.33755924862477
6339651,0.19322024457913206,101.8334599907731,101.8334599907731
6339653,0.17800473843100398,94.00527131380426,99.97034714348815
6339654,0.3649197111310368,100.0,100.0
6339655,0.40368962809917813,89.41917433620232,102.4904621520643
6339657,0.12500049847115147,102.42364719564272,102.42364719564272
6339658,0.12607154110865038,100.64847239848518,100.64847239848518
6339659,0.6483149465597511,98.90232370738188,100.03676774273957
6339660,0.057552982882162096,103.65128850606663,103.48506447782752
6339661,0.030997334067836127,101.20463347474175,101.20463347474175
6339663,0.16656528423223696,95.88232833183602,95.88232833183602
6339664,0.034509628800044365,101.0949878773652,101.0949878773652
6339665,0.13959753770950148,100.8315753954774,100.8315753954774
6339666,0.12658682196538892,100.06220674432164,100.06220674432164
6339669,0.1227642360178589,92.59379049411294,100.75386622843432
6339670,0.28648719355993035,100.02928355707623,100.02928355707623
6339671,0.2840651854255,100.27497918675175,100.27497918675175
6339672,0.10239007620198468,101.12236603934757,101.02360415754188
6339673,0.116713921788186,96.10488538705796,96.10488538705796
6339674,0.19236543034346779,100.50729008511858,100.50729008511858
6339677,0.1622169754807417,83.75485710009004,95.53014908005339
6339680,0.037572900949597685,100.1815673472163,100.1815673472163
6339681,0.06396149721380205,101.35093629673686,101.40842718310277
6339683,0.2291423298488237,100.45009242538268,100.45009242538268
6339684,0.14278831473830733,103.44535424698955,103.44535424698955
6339686,0.09015497231169338,100.92735858313506,100.92735858313506
6339688,0.06577362755263656,100.33472443270244,100.33472443270244
6339691,0.44804046886245535,100.05496039012694,100.05496039012694
6339692,0.093022736826553,102.86538579124034,102.86538579124034
6339693,0.12192765466808492,100.34297446938456,100.34297446938456
6339694,0.6234341859817505,79.18970820551768,101.15530117932423
6339695,0.10867132299271405,100.0,100.0
6339697,0.20377069182520915,93.30455182924943,96.2603006435887
6339698,0.1077791344762319,98.0542924161298,103.36552460578554
6339702,0.06361233603960073,100.7526612763608,100.7526612763608
6339704,0.5181198378949331,101.93168737869223,101.93168737869223
6339705,0.031901198518309436,107.71899216411948,107.71899216411948
6339706,0.2388193758252602,100.44547975881227,100.44547975881227
6339707,0.0539135944546739,103.0792972967963,102.88810377994879
6339708,0.04472977115800693,104.36439219257257,104.36439219257257
6339709,0.1959828669438062,100.25897039011575,100.25897039011575
6339712,0.0867216613863299,100.37250127403637,100.37250127403637
6339713,0.11877303424449355,108.45536696695028,109.24494425812954
6339715,0.05697187779099211,98.7713643686595,100.03041174476344
6339716,0.01782924720144275,111.73407410240266,126.35060967451994
6339717,0.04619979834713241,100.48563193096865,100.48563193096865
6339718,0.32545149877166646,98.32736724505884,99.79941781968469
6339719,0.12468994901433379,100.0,100.0
6339720,0.40668823984093044,100.27070854121105,100.27070854121105
6339721,0.20736292049512237,100.07107752897466,100.07107752897466
6339723,0.12370468447487264,100.22526343334803,100.22526343334803
6339724,0.1627498068021318,101.52722750435355,101.52722750435355
6339727,0.22251224048909132,100.45523986628207,100.45523986628207
6339728,0.2725480007228552,99.85718536187314,100.0
6339729,0.15322231440933445,104.03187016434896,104.03187016434896
6339730,0.547348271725935,102.15785906964703,102.94974099272287
